SOURCE,SURVERYPERIOD,DATEFORMATTED,SAMPLE,FAVORABLE,UNFAVORABLE,MARGIN,CANDIDATE,DAYS_TO_GENERAL_ELECTION,ELECTION_YEAR,ELECTION_DATE
Economist/YouGov,5/23 - 5/25,5/25/2015,1000 A,28,29,-1,BERNIE,533,2016,11/8/2016
Economist/YouGov,5/30 - 6/1,6/1/2015,1000 A,47,49,-2,HRC,526,2016,11/8/2016
Economist/YouGov,5/30 - 6/1,6/1/2015,1000 A,27,31,-4,BERNIE,526,2016,11/8/2016
Economist/YouGov,6/6 - 6/8,6/8/2015,1000 A,45,50,-5,HRC,519,2016,11/8/2016
Economist/YouGov,6/6 - 6/8,6/8/2015,1000 A,25,32,-7,BERNIE,519,2016,11/8/2016
Economist/YouGov,6/13 - 6/15,6/15/2015,1000 A,46,49,-3,HRC,512,2016,11/8/2016
Economist/YouGov,6/13 - 6/15,6/15/2015,1000 A,26,60,-34,TRUMP,512,2016,11/8/2016
Economist/YouGov,6/13 - 6/15,6/15/2015,1000 A,28,35,-7,BERNIE,512,2016,11/8/2016
Economist/YouGov,6/20 - 6/22,6/22/2015,1000 A,46,50,-4,HRC,505,2016,11/8/2016
Economist/YouGov,6/20 - 6/22,6/22/2015,1000 A,32,60,-28,TRUMP,505,2016,11/8/2016
Economist/YouGov,6/20 - 6/22,6/22/2015,1000 A,29,35,-6,BERNIE,505,2016,11/8/2016
Economist/YouGov,6/27 - 6/29,6/29/2015,1000 A,46,51,-5,HRC,498,2016,11/8/2016
Economist/YouGov,6/27 - 6/29,6/29/2015,1000 A,30,60,-30,TRUMP,498,2016,11/8/2016
Economist/YouGov,6/27 - 6/29,6/29/2015,1000 A,29,34,-5,BERNIE,498,2016,11/8/2016
Economist/YouGov,7/4 - 7/6,7/6/2015,1000 A,45,50,-5,HRC,491,2016,11/8/2016
Economist/YouGov,7/4 - 7/6,7/6/2015,1000 A,34,58,-24,TRUMP,491,2016,11/8/2016
Economist/YouGov,7/4 - 7/6,7/6/2015,1000 A,32,32,0,BERNIE,491,2016,11/8/2016
Economist/YouGov,7/18 - 7/20,7/20/2015,1000 A,45,47,-2,HRC,477,2016,11/8/2016
Economist/YouGov,7/18 - 7/20,7/20/2015,1000 A,33,60,-27,TRUMP,477,2016,11/8/2016
Economist/YouGov,7/18 - 7/20,7/20/2015,1000 A,33,30,3,BERNIE,477,2016,11/8/2016
Economist/YouGov,8/14 - 8/18,8/18/2015,2000 A,43,51,-8,HRC,448,2016,11/8/2016
Economist/YouGov,8/14 - 8/18,8/18/2015,2000 A,38,54,-16,TRUMP,448,2016,11/8/2016
Economist/YouGov,8/14 - 8/18,8/18/2015,2000 A,39,32,7,BERNIE,448,2016,11/8/2016
Economist/YouGov,8/28 - 9/1,9/1/2015,2000 A,41,52,-11,HRC,434,2016,11/8/2016
Economist/YouGov,8/28 - 9/1,9/1/2015,2000 A,39,54,-15,TRUMP,434,2016,11/8/2016
Economist/YouGov,8/28 - 9/1,9/1/2015,2000 A,38,34,4,BERNIE,434,2016,11/8/2016
Economist/YouGov,9/11 - 9/15,9/15/2015,2000 A,42,52,-10,HRC,420,2016,11/8/2016
Economist/YouGov,9/11 - 9/15,9/15/2015,2000 A,39,53,-14,TRUMP,420,2016,11/8/2016
Economist/YouGov,9/11 - 9/15,9/15/2015,2000 A,39,33,6,BERNIE,420,2016,11/8/2016
Economist/YouGov,10/8 - 10/12,10/12/2015,2000 A,43,49,-6,HRC,393,2016,11/8/2016
Economist/YouGov,10/8 - 10/12,10/12/2015,2000 A,38,55,-17,TRUMP,393,2016,11/8/2016
Economist/YouGov,10/8 - 10/12,10/12/2015,2000 A,38,36,2,BERNIE,393,2016,11/8/2016
Economist/YouGov,10/23 - 10/27,10/27/2015,2000 A,42,51,-9,HRC,378,2016,11/8/2016
Economist/YouGov,10/23 - 10/27,10/27/2015,2000 A,37,56,-19,TRUMP,378,2016,11/8/2016
Economist/YouGov,10/23 - 10/27,10/27/2015,2000 A,42,37,5,BERNIE,378,2016,11/8/2016
Economist/YouGov,11/5 - 11/9,11/9/2015,2000 A,41,52,-11,HRC,365,2016,11/8/2016
Economist/YouGov,11/5 - 11/9,11/9/2015,2000 A,38,54,-16,TRUMP,365,2016,11/8/2016
Economist/YouGov,11/5 - 11/9,11/9/2015,2000 A,41,37,4,BERNIE,365,2016,11/8/2016
Economist/YouGov,11/19 - 11/23,11/23/2015,2000 A,44,51,-7,HRC,351,2016,11/8/2016
Economist/YouGov,11/19 - 11/23,11/23/2015,2000 A,38,55,-17,TRUMP,351,2016,11/8/2016
Economist/YouGov,11/19 - 11/23,11/23/2015,2000 A,42,40,2,BERNIE,351,2016,11/8/2016
Economist/YouGov,12/4 - 12/9,12/9/2015,2000 A,44,50,-6,HRC,335,2016,11/8/2016
Economist/YouGov,12/4 - 12/9,12/9/2015,2000 A,39,55,-16,TRUMP,335,2016,11/8/2016
Economist/YouGov,12/4 - 12/9,12/9/2015,2000 A,44,36,8,BERNIE,335,2016,11/8/2016
Economist/YouGov,12/18 - 12/21,12/21/2015,2000 A,44,51,-7,HRC,323,2016,11/8/2016
Economist/YouGov,12/18 - 12/21,12/21/2015,2000 A,38,56,-18,TRUMP,323,2016,11/8/2016
Economist/YouGov,12/18 - 12/21,12/21/2015,2000 A,44,41,3,BERNIE,323,2016,11/8/2016
Economist/YouGov,12/30 - 1/6,1/6/2016,2000 A,41,54,-13,HRC,307,2016,11/8/2016
Economist/YouGov,12/30 - 1/6,1/6/2016,2000 A,39,54,-15,TRUMP,307,2016,11/8/2016
Economist/YouGov,12/30 - 1/6,1/6/2016,2000 A,43,39,4,BERNIE,307,2016,11/8/2016
Economist/YouGov,1/15 - 1/19,1/19/2016,2000 A,38,56,-18,HRC,294,2016,11/8/2016
Economist/YouGov,1/15 - 1/19,1/19/2016,2000 A,43,39,4,BERNIE,294,2016,11/8/2016
Economist/YouGov,1/27 - 1/30,1/30/2016,2000 A,39,55,-16,HRC,283,2016,11/8/2016
Economist/YouGov,1/27 - 1/30,1/30/2016,2000 A,36,58,-22,TRUMP,283,2016,11/8/2016
Economist/YouGov,1/27 - 1/30,1/30/2016,2000 A,47,38,9,BERNIE,283,2016,11/8/2016
Economist/YouGov,2/11 - 2/15,2/15/2016,2000 A,49,40,9,BERNIE,267,2016,11/8/2016
Economist/YouGov,2/11 - 2/15,2/15/2016,2000 A,40,55,-15,HRC,267,2016,11/8/2016
Economist/YouGov,2/11 - 2/15,2/15/2016,2000 A,38,57,-19,TRUMP,267,2016,11/8/2016
Economist/YouGov,2/24 - 2/27,2/27/2016,2000 A,48,39,9,BERNIE,255,2016,11/8/2016
Economist/YouGov,2/24 - 2/27,2/27/2016,2000 A,41,54,-13,HRC,255,2016,11/8/2016
Economist/YouGov,2/24 - 2/27,2/27/2016,2000 A,36,59,-23,TRUMP,255,2016,11/8/2016
Economist/YouGov,3/10 - 3/12,3/12/2016,2000 A,43,54,-11,HRC,241,2016,11/8/2016
Economist/YouGov,3/10 - 3/12,3/12/2016,2000 A,36,61,-25,TRUMP,241,2016,11/8/2016
Economist/YouGov,3/10 - 3/12,3/12/2016,2000 A,50,41,9,BERNIE,241,2016,11/8/2016
Economist/YouGov,3/26 - 3/29,3/29/2016,2000 A,43,54,-11,HRC,224,2016,11/8/2016
Economist/YouGov,3/26 - 3/29,3/29/2016,2000 A,35,62,-27,TRUMP,224,2016,11/8/2016
Economist/YouGov,3/26 - 3/29,3/29/2016,2000 A,51,42,9,BERNIE,224,2016,11/8/2016
Economist/YouGov,4/8 - 4/11,4/11/2016,2000 A,41,56,-15,HRC,211,2016,11/8/2016
Economist/YouGov,4/8 - 4/11,4/11/2016,2000 A,34,63,-29,TRUMP,211,2016,11/8/2016
Economist/YouGov,4/8 - 4/11,4/11/2016,2000 A,51,43,8,BERNIE,211,2016,11/8/2016
Economist/YouGov,4/22 - 4/26,4/26/2016,2000 A,42,54,-12,HRC,196,2016,11/8/2016
Economist/YouGov,4/22 - 4/26,4/26/2016,2000 A,33,63,-30,TRUMP,196,2016,11/8/2016
Economist/YouGov,4/22 - 4/26,4/26/2016,2000 A,53,41,12,BERNIE,196,2016,11/8/2016
Economist/YouGov,5/6 - 5/8,5/8/2016,2000 A,41,56,-15,HRC,184,2016,11/8/2016
Economist/YouGov,5/6 - 5/8,5/8/2016,2000 A,49,43,6,BERNIE,184,2016,11/8/2016
Economist/YouGov,5/20 - 5/23,5/23/2016,2000 RV,54,41,13,BERNIE,169,2016,11/8/2016
Economist/YouGov,8/6 - 8/9,8/9/2016,1300 A,57,36,21,BERNIE,91,2016,11/8/2016
Economist/YouGov,8/11 - 8/16,8/16/2016,1290 A,61,31,30,BERNIE,84,2016,11/8/2016
Economist/YouGov,8/19 - 8/23,8/23/2016,1292 A,57,32,25,BERNIE,77,2016,11/8/2016
Economist/YouGov,8/27 - 8/29,8/29/2016,1291 A,60,33,27,BERNIE,71,2016,11/8/2016
Economist/YouGov,9/4 - 9/6,9/6/2016,1300 A,62,33,29,BERNIE,63,2016,11/8/2016
Economist/YouGov,9/10 - 9/13,9/13/2016,1300 A,58,33,25,BERNIE,56,2016,11/8/2016
Economist/YouGov,9/18 - 9/19,9/19/2016,1300 A,56,33,23,BERNIE,50,2016,11/8/2016
Economist/YouGov,9/22 - 9/24,9/24/2016,1300 A,59,33,26,BERNIE,45,2016,11/8/2016
Economist/YouGov,10/1 - 10/3,10/3/2016,1300 A,59,33,26,BERNIE,36,2016,11/8/2016
Economist/YouGov,10/7 - 10/8,10/8/2016,1300 A,54,35,19,BERNIE,31,2016,11/8/2016
USA Today/Gallup,1/9 - 1/11,1/11/2009,1031 A,65,33,32,HRC,2858,2016,11/8/2016
USA Today/Gallup,5/10 - 5/13,5/13/2012,1012 A,66,29,37,HRC,1640,2016,11/8/2016
USA Today/Suffolk,4/20 - 4/24,4/24/2016,1000 LV,37,54,-17,HRC,198,2016,11/8/2016
USA Today/Suffolk,4/20 - 4/24,4/24/2016,1000 LV,28,61,-33,TRUMP,198,2016,11/8/2016
USA Today/Suffolk,4/20 - 4/24,4/24/2016,1000 LV,43,44,-1,BERNIE,198,2016,11/8/2016
USA Today/Suffolk,6/26 - 6/29,6/29/2016,1000 LV,42,53,-11,HRC,132,2016,11/8/2016
USA Today/Suffolk,6/26 - 6/29,6/29/2016,1000 LV,31,60,-29,TRUMP,132,2016,11/8/2016
USA Today/Suffolk,6/26 - 6/29,6/29/2016,1000 LV,49,39,10,BERNIE,132,2016,11/8/2016
USA Today/Suffolk,8/24 - 8/29,8/29/2016,1000 LV,42,51,-9,HRC,71,2016,11/8/2016
USA Today/Suffolk,8/24 - 8/29,8/29/2016,1000 LV,31,59,-28,TRUMP,71,2016,11/8/2016
USA Today/Suffolk,10/20 - 10/24,10/24/2016,1000 LV,46,47,-1,HRC,15,2016,11/8/2016
USA Today/Suffolk,10/20 - 10/24,10/24/2016,1000 LV,31,61,-30,TRUMP,15,2016,11/8/2016
USA Today/Suffolk,12/14 - 12/18,12/18/2016,1000 RV,41,46,-5,TRUMP,1416,2020,11/3/2020
USA Today/Suffolk,3/1 - 3/5,3/5/2017,1000 RV,45,47,-2,TRUMP,1339,2020,11/3/2020
USA Today/Suffolk,6/24 - 6/27,6/27/2017,1000 RV,40,55,-15,TRUMP,1225,2020,11/3/2020
USA Today/Suffolk,9/27 - 10/1,10/1/2017,1000 RV,34,57,-23,TRUMP,1129,2020,11/3/2020
USA Today/Suffolk,12/5 - 12/9,12/9/2017,1000 RV,34,58,-24,TRUMP,1060,2020,11/3/2020
USA Today/Suffolk,2/20 - 2/24,2/24/2018,1000 RV,34,59,-25,TRUMP,983,2020,11/3/2020
USA Today/Suffolk,12/11 - 12/16,12/16/2018,1000 RV,40,57,-17,TRUMP,688,2020,11/3/2020
USA Today/Suffolk,3/13 - 3/17,3/17/2019,1000 RV,42,50,-8,TRUMP,597,2020,11/3/2020
USA Today/Suffolk,6/11 - 6/15,6/15/2019,1000 RV,46,50,-4,TRUMP,507,2020,11/3/2020
USA Today/Suffolk,8/20 - 8/25,8/25/2019,1000 RV,41,54,-13,TRUMP,436,2020,11/3/2020
USA Today/Suffolk,10/23 - 10/26,10/26/2019,1000 RV,44,52,-8,TRUMP,374,2020,11/3/2020
